date,state,variable,value
2021-02-28,Melaka,1st Dose,0
2021-02-28,Negeri Sembilan,1st Dose,0
2021-02-28,Pahang,1st Dose,100
2021-02-28,Perak,1st Dose,134
2021-02-28,Perlis,1st Dose,0
2021-02-28,Pulau Pinang,1st Dose,12
2021-02-28,Sabah,1st Dose,468
2021-02-28,Sarawak,1st Dose,3189
2021-02-28,Selangor,1st Dose,67
2021-02-28,Terengganu,1st Dose,461
2021-02-28,W.P. Kuala Lumpur,1st Dose,150
2021-02-28,W.P. Labuan,1st Dose,361
2021-02-28,W.P. Putrajaya,1st Dose,1
2021-03-01,Johor,1st Dose,2150
2021-03-01,Kedah,1st Dose,1065
2021-03-01,Kelantan,1st Dose,1795
2021-03-01,Melaka,1st Dose,157
2021-03-01,Negeri Sembilan,1st Dose,585
2021-03-01,Pahang,1st Dose,1208
2021-03-01,Perak,1st Dose,1892
2021-03-01,Perlis,1st Dose,354
2021-03-01,Pulau Pinang,1st Dose,447
2021-03-01,Sabah,1st Dose,134
2021-03-01,Sarawak,1st Dose,1742
2021-03-01,Selangor,1st Dose,609
2021-03-01,Terengganu,1st Dose,0
2021-03-01,W.P. Kuala Lumpur,1st Dose,2365
2021-03-01,W.P. Labuan,1st Dose,452
2021-03-01,W.P. Putrajaya,1st Dose,440
2021-03-02,Johor,1st Dose,1490
2021-03-02,Kedah,1st Dose,1188
2021-03-02,Kelantan,1st Dose,2870
2021-03-02,Melaka,1st Dose,1087
2021-03-02,Negeri Sembilan,1st Dose,1326
2021-03-02,Pahang,1st Dose,2106
2021-03-02,Perak,1st Dose,2547
2021-03-02,Perlis,1st Dose,538
2021-03-02,Pulau Pinang,1st Dose,1045
2021-03-02,Sabah,1st Dose,368
2021-03-02,Sarawak,1st Dose,636
2021-03-02,Selangor,1st Dose,1209
2021-03-02,Terengganu,1st Dose,2059
2021-03-02,W.P. Kuala Lumpur,1st Dose,2344
2021-03-02,W.P. Labuan,1st Dose,390
2021-03-02,W.P. Putrajaya,1st Dose,484
2021-03-03,Johor,1st Dose,2068
2021-03-03,Kedah,1st Dose,1405
2021-03-03,Kelantan,1st Dose,3395
2021-03-03,Melaka,1st Dose,1097
2021-03-03,Negeri Sembilan,1st Dose,1219
2021-03-03,Pahang,1st Dose,1316
2021-03-03,Perak,1st Dose,1980
2021-03-03,Perlis,1st Dose,541
2021-03-03,Pulau Pinang,1st Dose,1103
2021-03-03,Sabah,1st Dose,299
2021-03-03,Sarawak,1st Dose,495
2021-03-03,Selangor,1st Dose,2125
2021-03-03,Terengganu,1st Dose,2281
2021-03-03,W.P. Kuala Lumpur,1st Dose,2587
2021-03-03,W.P. Labuan,1st Dose,297
2021-03-03,W.P. Putrajaya,1st Dose,483
2021-03-04,Johor,1st Dose,1972
2021-03-04,Kedah,1st Dose,724
2021-03-04,Kelantan,1st Dose,3408
2021-03-04,Melaka,1st Dose,989
2021-03-04,Negeri Sembilan,1st Dose,1230
2021-03-04,Pahang,1st Dose,1131
2021-03-04,Perak,1st Dose,1026
2021-03-04,Perlis,1st Dose,298
2021-03-04,Pulau Pinang,1st Dose,1122
2021-03-04,Sabah,1st Dose,1763
2021-03-04,Sarawak,1st Dose,391
2021-03-04,Selangor,1st Dose,2265
2021-03-04,Terengganu,1st Dose,4
2021-03-04,W.P. Kuala Lumpur,1st Dose,2433
2021-03-04,W.P. Labuan,1st Dose,209
2021-03-04,W.P. Putrajaya,1st Dose,548
2021-03-05,Johor,1st Dose,337
2021-03-05,Kedah,1st Dose,137
2021-03-05,Kelantan,1st Dose,742
2021-03-05,Melaka,1st Dose,573
2021-03-05,Negeri Sembilan,1st Dose,536
2021-03-05,Pahang,1st Dose,2058
2021-03-05,Perak,1st Dose,1019
2021-03-05,Perlis,1st Dose,330
2021-03-05,Pulau Pinang,1st Dose,1033
2021-03-05,Sabah,1st Dose,3090
2021-03-05,Sarawak,1st Dose,1332
2021-03-05,Selangor,1st Dose,2469
2021-03-05,Terengganu,1st Dose,62
2021-03-05,W.P. Kuala Lumpur,1st Dose,253
2021-03-05,W.P. Labuan,1st Dose,165
2021-03-05,W.P. Putrajaya,1st Dose,236
2021-03-06,Johor,1st Dose,718
2021-03-06,Kedah,1st Dose,109
2021-03-06,Kelantan,1st Dose,0
2021-03-06,Melaka,1st Dose,0
2021-03-06,Negeri Sembilan,1st Dose,0
2021-03-06,Pahang,1st Dose,3245
2021-03-06,Perak,1st Dose,786
2021-03-06,Perlis,1st Dose,0
2021-03-06,Pulau Pinang,1st Dose,121
2021-03-06,Sabah,1st Dose,3937
2021-03-06,Sarawak,1st Dose,3647
2021-03-06,Selangor,1st Dose,3086
2021-03-06,Terengganu,1st Dose,106
2021-03-06,W.P. Kuala Lumpur,1st Dose,0
2021-03-06,W.P. Labuan,1st Dose,83
2021-03-06,W.P. Putrajaya,1st Dose,2
2021-03-07,Johor,1st Dose,1210
2021-03-07,Kedah,1st Dose,857
2021-03-07,Kelantan,1st Dose,223
2021-03-07,Melaka,1st Dose,0
2021-03-07,Negeri Sembilan,1st Dose,0
2021-03-07,Pahang,1st Dose,661
2021-03-07,Perak,1st Dose,3
2021-03-07,Perlis,1st Dose,0
2021-03-07,Pulau Pinang,1st Dose,120
2021-03-07,Sabah,1st Dose,2369
2021-03-07,Sarawak,1st Dose,4338
2021-03-07,Selangor,1st Dose,354
2021-03-07,Terengganu,1st Dose,2355
2021-03-07,W.P. Kuala Lumpur,1st Dose,0
2021-03-07,W.P. Labuan,1st Dose,100
2021-03-07,W.P. Putrajaya,1st Dose,0
2021-03-08,Johor,1st Dose,3035
2021-03-08,Kedah,1st Dose,3113
2021-03-08,Kelantan,1st Dose,1205
2021-03-08,Melaka,1st Dose,100
2021-03-08,Negeri Sembilan,1st Dose,1125
2021-03-08,Pahang,1st Dose,1053
2021-03-08,Perak,1st Dose,2249
2021-03-08,Perlis,1st Dose,840
2021-03-08,Pulau Pinang,1st Dose,1200
2021-03-08,Sabah,1st Dose,2055
2021-03-08,Sarawak,1st Dose,3172
2021-03-08,Selangor,1st Dose,3009
2021-03-08,Terengganu,1st Dose,2235
2021-03-08,W.P. Kuala Lumpur,1st Dose,2498
2021-03-08,W.P. Labuan,1st Dose,32
2021-03-08,W.P. Putrajaya,1st Dose,285
2021-03-09,Johor,1st Dose,2129
2021-03-09,Kedah,1st Dose,2296
2021-03-09,Kelantan,1st Dose,1019
2021-03-09,Melaka,1st Dose,956
2021-03-09,Negeri Sembilan,1st Dose,2412
2021-03-09,Pahang,1st Dose,949
2021-03-09,Perak,1st Dose,2911
2021-03-09,Perlis,1st Dose,1102
2021-03-09,Pulau Pinang,1st Dose,1376
2021-03-09,Sabah,1st Dose,3013
2021-03-09,Sarawak,1st Dose,2125
2021-03-09,Selangor,1st Dose,3899
2021-03-09,Terengganu,1st Dose,2192
2021-03-09,W.P. Kuala Lumpur,1st Dose,3293
2021-03-09,W.P. Labuan,1st Dose,26
2021-03-09,W.P. Putrajaya,1st Dose,370
2021-03-10,Johor,1st Dose,1641
2021-03-10,Kedah,1st Dose,2582
2021-03-10,Kelantan,1st Dose,798
2021-03-10,Melaka,1st Dose,895
2021-03-10,Negeri Sembilan,1st Dose,2364
2021-03-10,Pahang,1st Dose,1094
2021-03-10,Perak,1st Dose,1523
2021-03-10,Perlis,1st Dose,1086
2021-03-10,Pulau Pinang,1st Dose,2143
2021-03-10,Sabah,1st Dose,2913
2021-03-10,Sarawak,1st Dose,699
2021-03-10,Selangor,1st Dose,4877
2021-03-10,Terengganu,1st Dose,1826
2021-03-10,W.P. Kuala Lumpur,1st Dose,3813
2021-03-10,W.P. Labuan,1st Dose,126
2021-03-10,W.P. Putrajaya,1st Dose,395
2021-03-11,Johor,1st Dose,2107
2021-03-11,Kedah,1st Dose,1643
2021-03-11,Kelantan,1st Dose,357
2021-03-11,Melaka,1st Dose,869
2021-03-11,Negeri Sembilan,1st Dose,59
2021-03-11,Pahang,1st Dose,1883
2021-03-11,Perak,1st Dose,3719
2021-03-11,Perlis,1st Dose,763
2021-03-11,Pulau Pinang,1st Dose,2892
2021-03-11,Sabah,1st Dose,1956
2021-03-11,Sarawak,1st Dose,18
2021-03-11,Selangor,1st Dose,5091
2021-03-11,Terengganu,1st Dose,0
2021-03-11,W.P. Kuala Lumpur,1st Dose,4755
2021-03-11,W.P. Labuan,1st Dose,2
2021-03-11,W.P. Putrajaya,1st Dose,397
2021-03-12,Johor,1st Dose,721
2021-03-12,Kedah,1st Dose,714
2021-03-12,Kelantan,1st Dose,0
2021-03-12,Melaka,1st Dose,608
2021-03-12,Negeri Sembilan,1st Dose,1401
2021-03-12,Pahang,1st Dose,2535
2021-03-12,Perak,1st Dose,7334
2021-03-12,Perlis,1st Dose,585
2021-03-12,Pulau Pinang,1st Dose,2867
2021-03-12,Sabah,1st Dose,1467
2021-03-12,Sarawak,1st Dose,897
2021-03-12,Selangor,1st Dose,3753
2021-03-12,Terengganu,1st Dose,0
2021-03-12,W.P. Kuala Lumpur,1st Dose,3143
2021-03-12,W.P. Labuan,1st Dose,6
2021-03-12,W.P. Putrajaya,1st Dose,92
2021-03-13,Johor,1st Dose,1571
2021-03-13,Kedah,1st Dose,568
2021-03-13,Kelantan,1st Dose,0
2021-03-13,Melaka,1st Dose,230
2021-03-13,Negeri Sembilan,1st Dose,14
2021-03-13,Pahang,1st Dose,3301
2021-03-13,Perak,1st Dose,3236
2021-03-13,Perlis,1st Dose,216
2021-03-13,Pulau Pinang,1st Dose,805
2021-03-13,Sabah,1st Dose,2926
2021-03-13,Sarawak,1st Dose,1728
2021-03-13,Selangor,1st Dose,2463
2021-03-13,Terengganu,1st Dose,2
2021-03-13,W.P. Kuala Lumpur,1st Dose,0
2021-03-13,W.P. Labuan,1st Dose,0
2021-03-13,W.P. Putrajaya,1st Dose,0
2021-03-14,Johor,1st Dose,1138
2021-03-14,Kedah,1st Dose,1432
2021-03-14,Kelantan,1st Dose,72
2021-03-14,Melaka,1st Dose,0
2021-03-14,Negeri Sembilan,1st Dose,0
2021-03-14,Pahang,1st Dose,202
2021-03-14,Perak,1st Dose,1369
2021-03-14,Perlis,1st Dose,0
2021-03-14,Pulau Pinang,1st Dose,505
2021-03-14,Sabah,1st Dose,2940
2021-03-14,Sarawak,1st Dose,1068
2021-03-14,Selangor,1st Dose,547
2021-03-14,Terengganu,1st Dose,1036
2021-03-14,W.P. Kuala Lumpur,1st Dose,1
2021-03-14,W.P. Labuan,1st Dose,0
2021-03-14,W.P. Putrajaya,1st Dose,0
2021-03-15,Johor,1st Dose,1797
2021-03-15,Kedah,1st Dose,2646
2021-03-15,Kelantan,1st Dose,466
2021-03-15,Melaka,1st Dose,288
2021-03-15,Negeri Sembilan,1st Dose,699
2021-03-15,Pahang,1st Dose,200
2021-03-15,Perak,1st Dose,1647
2021-03-15,Perlis,1st Dose,472
2021-03-15,Pulau Pinang,1st Dose,1834
2021-03-15,Sabah,1st Dose,4210
2021-03-15,Sarawak,1st Dose,720
2021-03-15,Selangor,1st Dose,2521
2021-03-15,Terengganu,1st Dose,821
2021-03-15,W.P. Kuala Lumpur,1st Dose,1732
2021-03-15,W.P. Labuan,1st Dose,0
2021-03-15,W.P. Putrajaya,1st Dose,342
2021-03-16,Johor,1st Dose,1435
2021-03-16,Kedah,1st Dose,2677
2021-03-16,Kelantan,1st Dose,663
2021-03-16,Melaka,1st Dose,835
2021-03-16,Negeri Sembilan,1st Dose,1628
2021-03-16,Pahang,1st Dose,407
2021-03-16,Perak,1st Dose,4746
2021-03-16,Perlis,1st Dose,797
2021-03-16,Pulau Pinang,1st Dose,2041
2021-03-16,Sabah,1st Dose,3599
2021-03-16,Sarawak,1st Dose,538
2021-03-16,Selangor,1st Dose,3163
2021-03-16,Terengganu,1st Dose,779
2021-03-16,W.P. Kuala Lumpur,1st Dose,1950
2021-03-16,W.P. Labuan,1st Dose,0
2021-03-16,W.P. Putrajaya,1st Dose,218
2021-03-17,Johor,1st Dose,857
2021-03-17,Kedah,1st Dose,1639
2021-03-17,Kelantan,1st Dose,1363
2021-03-17,Melaka,1st Dose,798
2021-03-17,Negeri Sembilan,1st Dose,1470
2021-03-17,Pahang,1st Dose,643
2021-03-17,Perak,1st Dose,2832
2021-03-17,Perlis,1st Dose,794
2021-03-17,Pulau Pinang,1st Dose,1740
2021-03-17,Sabah,1st Dose,2513
2021-03-17,Sarawak,1st Dose,174
2021-03-17,Selangor,1st Dose,3928
2021-03-17,Terengganu,1st Dose,1
2021-03-17,W.P. Kuala Lumpur,1st Dose,1836
2021-03-17,W.P. Labuan,1st Dose,0
2021-03-17,W.P. Putrajaya,1st Dose,210
2021-03-18,Johor,1st Dose,1388
2021-03-18,Kedah,1st Dose,459
2021-03-18,Kelantan,1st Dose,715
2021-03-18,Melaka,1st Dose,589
2021-03-18,Negeri Sembilan,1st Dose,1051
2021-03-18,Pahang,1st Dose,909
2021-03-18,Perak,1st Dose,2921
2021-03-18,Perlis,1st Dose,723
2021-03-18,Pulau Pinang,1st Dose,1455
2021-03-18,Sabah,1st Dose,2024
2021-03-18,Sarawak,1st Dose,98
2021-03-18,Selangor,1st Dose,3616
2021-03-18,Terengganu,1st Dose,0
2021-03-18,W.P. Kuala Lumpur,1st Dose,1359
2021-03-18,W.P. Labuan,1st Dose,0
2021-03-18,W.P. Putrajaya,1st Dose,8
2021-03-19,Johor,1st Dose,18
2021-03-19,Kedah,1st Dose,300
2021-03-19,Kelantan,1st Dose,0
2021-03-19,Melaka,1st Dose,175
2021-03-19,Negeri Sembilan,1st Dose,275
2021-03-19,Pahang,1st Dose,1503
2021-03-19,Perak,1st Dose,1939
2021-03-19,Perlis,1st Dose,7
2021-03-19,Pulau Pinang,1st Dose,1519
2021-03-19,Sabah,1st Dose,997
2021-03-19,Sarawak,1st Dose,141
2021-03-19,Selangor,1st Dose,2820
2021-03-19,Terengganu,1st Dose,0
2021-03-19,W.P. Kuala Lumpur,1st Dose,1048
2021-03-19,W.P. Labuan,1st Dose,0
2021-03-19,W.P. Putrajaya,1st Dose,0
2021-03-20,Johor,1st Dose,731
2021-03-20,Kedah,1st Dose,6
2021-03-20,Kelantan,1st Dose,360
2021-03-20,Melaka,1st Dose,0
2021-03-20,Negeri Sembilan,1st Dose,0
2021-03-20,Pahang,1st Dose,1347
2021-03-20,Perak,1st Dose,1082
2021-03-20,Perlis,1st Dose,0
2021-03-20,Pulau Pinang,1st Dose,1886
2021-03-20,Sabah,1st Dose,864
2021-03-20,Sarawak,1st Dose,864
2021-03-20,Selangor,1st Dose,560
2021-03-20,Terengganu,1st Dose,1
2021-03-20,W.P. Kuala Lumpur,1st Dose,0
2021-03-20,W.P. Labuan,1st Dose,0
2021-03-20,W.P. Putrajaya,1st Dose,0
2021-03-21,Johor,1st Dose,666
2021-03-21,Kedah,1st Dose,6
2021-03-21,Kelantan,1st Dose,362
2021-03-21,Melaka,1st Dose,0
2021-03-21,Negeri Sembilan,1st Dose,0
2021-03-21,Pahang,1st Dose,2914
2021-03-21,Perak,1st Dose,555
2021-03-21,Perlis,1st Dose,0
2021-03-21,Pulau Pinang,1st Dose,1439
2021-03-21,Sabah,1st Dose,38
2021-03-21,Sarawak,1st Dose,1475
2021-03-21,Selangor,1st Dose,598
2021-03-21,Terengganu,1st Dose,1660
2021-03-21,W.P. Kuala Lumpur,1st Dose,1
2021-03-21,W.P. Labuan,1st Dose,0
2021-03-21,W.P. Putrajaya,1st Dose,0
2021-03-22,Johor,1st Dose,962
2021-03-22,Kedah,1st Dose,14
2021-03-22,Kelantan,1st Dose,374
2021-03-22,Melaka,1st Dose,11
2021-03-22,Negeri Sembilan,1st Dose,605
2021-03-22,Pahang,1st Dose,32
2021-03-22,Perak,1st Dose,364
2021-03-22,Perlis,1st Dose,0
2021-03-22,Pulau Pinang,1st Dose,1256
2021-03-22,Sabah,1st Dose,683
2021-03-22,Sarawak,1st Dose,634
2021-03-22,Selangor,1st Dose,2200
2021-03-22,Terengganu,1st Dose,1717
2021-03-22,W.P. Kuala Lumpur,1st Dose,865
2021-03-22,W.P. Labuan,1st Dose,0
2021-03-22,W.P. Putrajaya,1st Dose,4
2021-03-23,Johor,1st Dose,588
2021-03-23,Kedah,1st Dose,4
2021-03-23,Kelantan,1st Dose,17
2021-03-23,Melaka,1st Dose,147
2021-03-23,Negeri Sembilan,1st Dose,1755
2021-03-23,Pahang,1st Dose,60
2021-03-23,Perak,1st Dose,394
2021-03-23,Perlis,1st Dose,0
2021-03-23,Pulau Pinang,1st Dose,817
2021-03-23,Sabah,1st Dose,282
2021-03-23,Sarawak,1st Dose,191
2021-03-23,Selangor,1st Dose,2593
2021-03-23,Terengganu,1st Dose,606
2021-03-23,W.P. Kuala Lumpur,1st Dose,845
2021-03-23,W.P. Labuan,1st Dose,1
2021-03-23,W.P. Putrajaya,1st Dose,7
2021-03-24,Johor,1st Dose,676
2021-03-24,Kedah,1st Dose,10
2021-03-24,Kelantan,1st Dose,19
2021-03-24,Melaka,1st Dose,217
2021-03-24,Negeri Sembilan,1st Dose,1377
2021-03-24,Pahang,1st Dose,6
2021-03-24,Perak,1st Dose,75
2021-03-24,Perlis,1st Dose,4
2021-03-24,Pulau Pinang,1st Dose,784
2021-03-24,Sabah,1st Dose,291
2021-03-24,Sarawak,1st Dose,141
2021-03-24,Selangor,1st Dose,1818
2021-03-24,Terengganu,1st Dose,353
2021-03-24,W.P. Kuala Lumpur,1st Dose,513
2021-03-24,W.P. Labuan,1st Dose,0
2021-03-24,W.P. Putrajaya,1st Dose,8
2021-03-25,Johor,1st Dose,938
2021-03-25,Kedah,1st Dose,6
2021-03-25,Kelantan,1st Dose,46
2021-03-25,Melaka,1st Dose,153
2021-03-25,Negeri Sembilan,1st Dose,818
2021-03-25,Pahang,1st Dose,77
2021-03-25,Perak,1st Dose,7
2021-03-25,Perlis,1st Dose,3
2021-03-25,Pulau Pinang,1st Dose,550
2021-03-25,Sabah,1st Dose,319
2021-03-25,Sarawak,1st Dose,140
2021-03-25,Selangor,1st Dose,1749
2021-03-25,Terengganu,1st Dose,450
2021-03-25,W.P. Kuala Lumpur,1st Dose,1179
2021-03-25,W.P. Labuan,1st Dose,0
2021-03-25,W.P. Putrajaya,1st Dose,1
2021-03-26,Johor,1st Dose,530
2021-03-26,Kedah,1st Dose,1
2021-03-26,Kelantan,1st Dose,11
2021-03-26,Melaka,1st Dose,143
2021-03-26,Negeri Sembilan,1st Dose,400
2021-03-26,Pahang,1st Dose,64
2021-03-26,Perak,1st Dose,10
2021-03-26,Perlis,1st Dose,0
2021-03-26,Pulau Pinang,1st Dose,69
2021-03-26,Sabah,1st Dose,24
2021-03-26,Sarawak,1st Dose,71
2021-03-26,Selangor,1st Dose,1068
2021-03-26,Terengganu,1st Dose,0
2021-03-26,W.P. Kuala Lumpur,1st Dose,1426
2021-03-26,W.P. Labuan,1st Dose,1
2021-03-26,W.P. Putrajaya,1st Dose,121
2021-03-27,Johor,1st Dose,489
2021-03-27,Kedah,1st Dose,0
2021-03-27,Kelantan,1st Dose,0
2021-03-27,Melaka,1st Dose,306
2021-03-27,Negeri Sembilan,1st Dose,0
2021-03-27,Pahang,1st Dose,14
2021-03-27,Perak,1st Dose,10
2021-03-27,Perlis,1st Dose,0
2021-03-27,Pulau Pinang,1st Dose,0
2021-03-27,Sabah,1st Dose,268
2021-03-27,Sarawak,1st Dose,583
2021-03-27,Selangor,1st Dose,36
2021-03-27,Terengganu,1st Dose,0
2021-03-27,W.P. Kuala Lumpur,1st Dose,0
2021-03-27,W.P. Labuan,1st Dose,0
2021-03-27,W.P. Putrajaya,1st Dose,0
2021-03-28,Johor,1st Dose,1364
2021-03-28,Kedah,1st Dose,45
2021-03-28,Kelantan,1st Dose,3
2021-03-28,Melaka,1st Dose,306
2021-03-28,Negeri Sembilan,1st Dose,0
2021-03-28,Pahang,1st Dose,7
2021-03-28,Perak,1st Dose,14
2021-03-28,Perlis,1st Dose,0
2021-03-28,Pulau Pinang,1st Dose,0
2021-03-28,Sabah,1st Dose,18
2021-03-28,Sarawak,1st Dose,980
2021-03-28,Selangor,1st Dose,0
2021-03-28,Terengganu,1st Dose,947
2021-03-28,W.P. Kuala Lumpur,1st Dose,0
2021-03-28,W.P. Labuan,1st Dose,0
2021-03-28,W.P. Putrajaya,1st Dose,0
2021-03-29,Johor,1st Dose,892
2021-03-29,Kedah,1st Dose,830
2021-03-29,Kelantan,1st Dose,419
2021-03-29,Melaka,1st Dose,26
2021-03-29,Negeri Sembilan,1st Dose,155
2021-03-29,Pahang,1st Dose,2
2021-03-29,Perak,1st Dose,3
2021-03-29,Perlis,1st Dose,2
2021-03-29,Pulau Pinang,1st Dose,43
2021-03-29,Sabah,1st Dose,182
2021-03-29,Sarawak,1st Dose,1239
2021-03-29,Selangor,1st Dose,1104
2021-03-29,Terengganu,1st Dose,876
2021-03-29,W.P. Kuala Lumpur,1st Dose,1976
2021-03-29,W.P. Labuan,1st Dose,0
2021-03-29,W.P. Putrajaya,1st Dose,117
2021-03-30,Johor,1st Dose,597
2021-03-30,Kedah,1st Dose,960
2021-03-30,Kelantan,1st Dose,715
2021-03-30,Melaka,1st Dose,325
2021-03-30,Negeri Sembilan,1st Dose,489
2021-03-30,Pahang,1st Dose,2
2021-03-30,Perak,1st Dose,9
2021-03-30,Perlis,1st Dose,7
2021-03-30,Pulau Pinang,1st Dose,96
2021-03-30,Sabah,1st Dose,374
2021-03-30,Sarawak,1st Dose,3087
2021-03-30,Selangor,1st Dose,1606
2021-03-30,Terengganu,1st Dose,682
2021-03-30,W.P. Kuala Lumpur,1st Dose,2576
2021-03-30,W.P. Labuan,1st Dose,0
2021-03-30,W.P. Putrajaya,1st Dose,4
2021-03-31,Johor,1st Dose,505
2021-03-31,Kedah,1st Dose,887
2021-03-31,Kelantan,1st Dose,561
2021-03-31,Melaka,1st Dose,723
2021-03-31,Negeri Sembilan,1st Dose,387
2021-03-31,Pahang,1st Dose,16
2021-03-31,Perak,1st Dose,5
2021-03-31,Perlis,1st Dose,248
2021-03-31,Pulau Pinang,1st Dose,211
2021-03-31,Sabah,1st Dose,332
2021-03-31,Sarawak,1st Dose,4293
2021-03-31,Selangor,1st Dose,596
2021-03-31,Terengganu,1st Dose,586
2021-03-31,W.P. Kuala Lumpur,1st Dose,595
2021-03-31,W.P. Labuan,1st Dose,0
2021-03-31,W.P. Putrajaya,1st Dose,6
2021-04-01,Johor,1st Dose,2125
2021-04-01,Kedah,1st Dose,1226
2021-04-01,Kelantan,1st Dose,447
2021-04-01,Melaka,1st Dose,853
2021-04-01,Negeri Sembilan,1st Dose,1364
2021-04-01,Pahang,1st Dose,106
2021-04-01,Perak,1st Dose,628
2021-04-01,Perlis,1st Dose,6
2021-04-01,Pulau Pinang,1st Dose,621
2021-04-01,Sabah,1st Dose,846
2021-04-01,Sarawak,1st Dose,4466
2021-04-01,Selangor,1st Dose,1714
2021-04-01,Terengganu,1st Dose,633
2021-04-01,W.P. Kuala Lumpur,1st Dose,406
2021-04-01,W.P. Labuan,1st Dose,109
2021-04-01,W.P. Putrajaya,1st Dose,361
2021-04-02,Johor,1st Dose,467
2021-04-02,Kedah,1st Dose,221
2021-04-02,Kelantan,1st Dose,84
2021-04-02,Melaka,1st Dose,769
2021-04-02,Negeri Sembilan,1st Dose,176
2021-04-02,Pahang,1st Dose,412
2021-04-02,Perak,1st Dose,309
2021-04-02,Perlis,1st Dose,9
2021-04-02,Pulau Pinang,1st Dose,522
2021-04-02,Sabah,1st Dose,173
2021-04-02,Sarawak,1st Dose,2375
2021-04-02,Selangor,1st Dose,1343
2021-04-02,Terengganu,1st Dose,0
2021-04-02,W.P. Kuala Lumpur,1st Dose,426
2021-04-02,W.P. Labuan,1st Dose,108
2021-04-02,W.P. Putrajaya,1st Dose,187
2021-04-03,Johor,1st Dose,139
2021-04-03,Kedah,1st Dose,14
2021-04-03,Kelantan,1st Dose,0
2021-04-03,Melaka,1st Dose,107
2021-04-03,Negeri Sembilan,1st Dose,7
2021-04-03,Pahang,1st Dose,0
2021-04-03,Perak,1st Dose,28
2021-04-03,Perlis,1st Dose,3
2021-04-03,Pulau Pinang,1st Dose,54
2021-04-03,Sabah,1st Dose,250
2021-04-03,Sarawak,1st Dose,1947
2021-04-03,Selangor,1st Dose,15
2021-04-03,Terengganu,1st Dose,0
2021-04-03,W.P. Kuala Lumpur,1st Dose,1
2021-04-03,W.P. Labuan,1st Dose,117
2021-04-03,W.P. Putrajaya,1st Dose,0
2021-04-04,Johor,1st Dose,1993
2021-04-04,Kedah,1st Dose,565
2021-04-04,Kelantan,1st Dose,37
2021-04-04,Melaka,1st Dose,0
2021-04-04,Negeri Sembilan,1st Dose,0
2021-04-04,Pahang,1st Dose,649
2021-04-04,Perak,1st Dose,44
2021-04-04,Perlis,1st Dose,0
